state,combined_name,company_name,ticker,product_type,product_units,jan_2019,feb_2019,mar_2019,apr_2019,may_2019,jun_2019,jul_2019,aug_2019,sep_2019,oct_2019,nov_2019,dec_2019,jan_2020,feb_2020,mar_2020,apr_2020,may_2020,jun_2020,jul_2020,aug_2020,sep_2020,oct_2020,nov_2020,dec_2020,jan_2021,feb_2021,mar_2021
ND,Hess Corp (HES),Hess Corp,HES,blended estimate equivalent co2 released,Metric tons,90104.2424,66563.1488,127560.4808,83056.7432,51512.4384,83373.0488,91371.5472,92366.7700,50189.2924,66525.6656,70017.1380,68680.5660,64361.2848,56223.1012,78460.5028,64703.3464,74446.8960,56446.1920,50735.4840,65458.4356,45758.5480,33845.6308,27244.5324,21379.1788,17920.2028,22973.2560,9745.3580
ND,Hess Corp (HES),Hess Corp,HES,sat estimated volume,Mcf,1188873,929348,2433259,1367306,832393,1577099,1833557,1769976,814262,1047304,955591,1007196,852524,765292,1101546,1072173,1243276,863095,775983,1197532,726813,459727,485850,357184,242741,369148,177835
ND,Hess Corp (HES),Hess Corp,HES,reported volume,Mcf,2099604,1499963,2222233,1663962,1047624,1465713,1501171,1601074,1017463,1380640,1599778,1499394,1496428,1286647,1761977,1289263,1473763,1196984,1075676,1191462,943207,775515,508477,423078,411281,469291,
ND,Hess Corp (HES),Hess Corp,HES,sat estimate lower,Mcf,905295,707674,1852862,1041167,633845,1200919,1396205,1347790,620039,797494,727657,766953,649174,582750,838798,816431,946722,657224,590890,911889,553449,350070,369962,271986,184841,281097,135417
ND,Hess Corp (HES),Hess Corp,HES,sat estimate upper,Mcf,1472450,1151022,3013656,1693445,1030941,1953279,2270909,2192162,1008486,1297114,1183525,1247439,1055873,947834,1364294,1327914,1539831,1068966,961076,1483176,900177,569385,601738,442381,300641,457200,220254
ND,Hess Corp (HES),Hess Corp,HES,blended estimate,Mcf,1644238,1214656,2327746,1515634,940008,1521406,1667364,1685525,915863,1213972,1277685,1253295,1174476,1025969,1431761,1180718,1358520,1030040,925830,1194497,835010,617621,497163,390131,327011,419220,177835
ND,Hess Corp (HES),Hess Corp,HES,produced oil,Bbl,3458431,2977558,3594655,3207096,3197370,3777382,3939137,3859550,3352569,3931980,4351742,4381433,4166178,4307508,4657772,4287796,4498867,4196351,4527189,4281435,4141000,3998992,3956234,3890629,3639451,3041277,
ND,Hess Corp (HES),Hess Corp,HES,produced gas,Mcf,7379750,6360390,8036764,7205017,6953888,7899913,8360984,8566816,7434132,8470866,9217872,9207916,8777127,9292997,10562022,9895671,10616341,10191551,10748769,10334460,10228051,10558150,10130251,10051421,9768864,8129936,
ND,Hunt Oil Co (Private),Hunt Oil Co,Private,blended estimate equivalent co2 released,Metric tons,1747.0240,1169.7060,2972.0780,2445.9980,2524.4716,2840.3936,3794.7904,3042.5508,2714.6276,1631.5604,2210.9060,2120.5408,1659.2344,1029.3084,1080.7656,756.6784,2937.6636,2293.8732,1323.2556,1385.3440,1180.1728,1131.8392,542.7392,642.2560,389.9020,542.7392,66.6368
ND,Hunt Oil Co (Private),Hunt Oil Co,Private,reported equivalent co2 released,Metric tons,2792.9916,2000.7480,2829.5432,2668.5956,2846.2572,2877.1644,4401.8648,3569.1788,2503.5380,2249.4852,3306.9608,3506.4328,2886.9188,1154.3620,1184.6664,864.1960,4986.3068,3873.4284,2197.5348,2182.6292,2036.4776,2022.9968,996.9216,1162.5272,700.7276,1064.1064,767.8028
ND,Hunt Oil Co (Private),Hunt Oil Co,Private,sat estimated volume,Mcf,12794,6179,56835,40574,40195,51161,58170,45912,53389,18498,20344,13405,7875,16500,17827,11845,16224,13035,8193,10732,5910,4392,1617,2226,1443,391,1216
ND,Hunt Oil Co (Private),Hunt Oil Co,Private,reported volume,Mcf,50967,36510,51634,48697,51939,52503,80326,65131,45685,41049,60346,63986,52681,21065,21618,15770,90991,70683,40101,39829,37162,36916,18192,21214,12787,19418,14011
ND,Hunt Oil Co (Private),Hunt Oil Co,Private,sat estimate lower,Mcf,8116,3920,36053,25737,25497,32453,36899,29123,33867,11734,12905,8503,4995,10467,11308,7514,10291,8269,5197,6807,3749,2786,1026,1412,915,248,771
ND,Hunt Oil Co (Private),Hunt Oil Co,Private,sat estimate upper,Mcf,17472,8439,77618,55410,54893,69869,79440,62700,72912,25262,27782,18307,10754,22534,24345,16177,22156,17802,11189,14656,8071,5998,2208,3040,1971,534,1661
ND,Hunt Oil Co (Private),Hunt Oil Co,Private,blended estimate,Mcf,31880,21345,54235,44635,46067,51832,69248,55521,49537,29773,40345,38696,30278,18783,19722,13808,53607,41859,24147,25280,21536,20654,9904,11720,7115,9904,1216
ND,Hunt Oil Co (Private),Hunt Oil Co,Private,produced oil,Bbl,285058,247774,317944,284414,257603,259069,350809,360228,333176,366387,344514,340312,316219,272550,281004,238347,223814,209902,217677,217706,203367,199744,187740,192938,185318,158659,185933
ND,Hunt Oil Co (Private),Hunt Oil Co,Private,produced gas,Mcf,238224,199954,253450,237087,231703,235383,279429,283664,259738,277232,269413,290439,291843,250903,260060,234009,237747,221832,226157,240421,234002,234777,219026,232873,221862,192084,227243
ND,Kraken Oil and Gas LLC (Private),Kraken Oil and Gas LLC,Private,blended estimate equivalent co2 released,Metric tons,14832.0584,16595.3580,31934.7000,19413.7220,25923.3044,32309.0936,47917.8324,51387.4396,41056.9272,53431.5892,41739.1324,45411.1708,45496.7136,47633.5848,51268.4140,28722.8172,12427.6536,9600.5764,10187.1008,7687.4536,3021.8912,3666.6680,2606.3428,2916.5108,2300.9424,2214.9612,286.7136
ND,Kraken Oil and Gas LLC (Private),Kraken Oil and Gas LLC,Private,reported equivalent co2 released,Metric tons,13098.5152,15741.0808,25614.9996,20798.9564,25939.3060,33055.6888,44784.8616,45682.5404,44405.5360,57622.1452,50872.5388,46823.4216,49778.4020,47239.6276,48927.0292,29982.6144,11290.7728,9975.9564,8978.3772,7804.1776,3924.5568,4039.8012,4523.7948,4601.6108,4250.7264,3303.1248,
ND,Kraken Oil and Gas LLC (Private),Kraken Oil and Gas LLC,Private,sat estimated volume,Mcf,302291,318424,698074,328986,472761,575958,931585,1041830,688108,898560,594994,802899,752098,876415,978280,501151,247529,168344,207954,138151,38672,60102,12571,22470,6407,20563,5232
ND,Kraken Oil and Gas LLC (Private),Kraken Oil and Gas LLC,Private,reported volume,Mcf,239024,287246,467427,379543,473345,603206,817242,833623,810320,1051499,928331,854442,908365,862037,892829,547128,206036,182043,163839,142412,71616,73719,82551,83971,77568,60276,
ND,Kraken Oil and Gas LLC (Private),Kraken Oil and Gas LLC,Private,sat estimate lower,Mcf,288434,303827,666073,313905,451089,549555,888880,994071,656565,857368,567719,766093,717621,836239,933435,478177,236182,160627,198421,131818,36899,57346,11994,21440,6114,19620,4992
ND,Kraken Oil and Gas LLC (Private),Kraken Oil and Gas LLC,Private,sat estimate upper,Mcf,316149,333021,730074,344067,494433,602360,974290,1089589,719652,939751,622270,839705,786575,916591,1023126,524124,258876,176061,217487,144484,40445,62857,13147,23500,6701,21505,5471
ND,Kraken Oil and Gas LLC (Private),Kraken Oil and Gas LLC,Private,blended estimate,Mcf,270658,302835,582750,354265,473053,589582,874413,937727,749214,975029,761663,828671,830232,869226,935555,524139,226782,175193,185896,140282,55144,66910,47561,53221,41988,40419,5232
ND,Kraken Oil and Gas LLC (Private),Kraken Oil and Gas LLC,Private,produced oil,Bbl,1025032,921216,1100577,956047,1056655,1040201,1232393,1221712,1173992,1442071,1336266,1345591,1250823,1202199,1281016,1267601,1171900,1002691,946253,863247,767312,769577,792100,763929,703155,592320,23050
ND,Kraken Oil and Gas LLC (Private),Kraken Oil and Gas LLC,Private,produced gas,Mcf,1488375,1335587,1640210,1533079,1672848,1702552,2090799,2136867,1962337,2302990,2221224,2138649,2064618,1958002,2077413,2087316,2013019,1826582,1684443,1656369,1569031,1539029,1639784,1682092,1639720,1410577,
ND,Lime Rock Resources (Private),Lime Rock Resources,Private,blended estimate equivalent co2 released,Metric tons,3063.5940,2589.4644,4157.8404,2284.6668,1907.0400,2154.6264,2980.4624,3526.5444,2727.2864,2010.1736,1595.1732,1871.6940,1923.6444,1236.0688,1950.5512,541.6432,482.8428,1108.0012,1220.5604,1643.5616,2538.8292,2262.3084,1235.5756,1047.2828,982.3996,880.9100,457.5800
ND,Lime Rock Resources (Private),Lime Rock Resources,Private,reported equivalent co2 released,Metric tons,4728.6372,4614.5436,5572.0640,3328.1136,3065.8408,3554.2184,3425.7672,3179.3864,2225.7020,2968.0776,2577.2988,3131.3268,3054.8808,2032.8060,2567.5992,1043.5016,872.9092,1883.0376,1670.7972,2017.7908,2690.4060,2548.0904,1943.9204,2000.5836,1581.6924,1521.3576,
ND,Lime Rock Resources (Private),Lime Rock Resources,Private,sat estimated volume,Mcf,25522,10300,50066,22650,13654,13777,46262,70688,58922,19202,11187,11170,14460,8017,24334,727,1694,6077,14056,23163,43564,36067,9621,1715,6992,4387,8350
ND,Lime Rock Resources (Private),Lime Rock Resources,Private,reported volume,Mcf,86289,84207,101680,60732,55946,64858,62514,58018,40615,54162,47031,57141,55746,37095,46854,19042,15929,34362,30489,36821,49095,46498,35473,36507,28863,27762,
ND,Lime Rock Resources (Private),Lime Rock Resources,Private,sat estimate lower,Mcf,19567,7897,38385,17365,10469,10563,35469,54196,45175,14722,8577,8564,11087,6147,18656,557,1299,4659,10777,17759,33400,27653,7376,1315,5361,3364,6402
ND,Lime Rock Resources (Private),Lime Rock Resources,Private,sat estimate upper,Mcf,31476,12703,61746,27934,16840,16992,57055,87179,72668,23682,13797,13776,17834,9887,30011,896,2089,7495,17336,28567,53727,44482,11865,2116,8623,5411,10298
ND,Lime Rock Resources (Private),Lime Rock Resources,Private,blended estimate,Mcf,55905,47253,75873,41691,34800,39318,54388,64353,49768,36682,29109,34155,35103,22556,35594,9884,8811,20219,22273,29992,46329,41283,22547,19111,17927,16075,8350
ND,Lime Rock Resources (Private),Lime Rock Resources,Private,produced oil,Bbl,540303,512004,568276,523590,526319,481086,491924,504641,518633,553986,557504,592125,593131,517843,515077,254519,82520,381064,429299,431534,432723,418649,398346,398318,382669,329904,
ND,Lime Rock Resources (Private),Lime Rock Resources,Private,produced gas,Mcf,435433,405113,468163,460778,471597,449631,485709,467650,470393,468661,448718,486564,500977,446531,456934,258798,85839,338966,391739,403969,412898,402749,392268,399057,399382,335815,
ND,Marathon Oil Corp (MRO),Marathon Oil Corp,MRO,blended estimate equivalent co2 released,Metric tons,129184.6980,123221.3620,154175.2516,112439.2428,125825.0196,144299.1956,132516.4284,145303.7892,107992.1680,75757.4380,57441.4696,78874.5168,81781.6568,97108.3400,99882.5352,116818.2012,113803.1052,76336.2904,50001.2188,20319.4564,26867.1796,23698.4792,14230.1352,15348.8224,24774.2032,20612.2528,15826.3496
ND,Marathon Oil Corp (MRO),Marathon Oil Corp,MRO,reported equivalent co2 released,Metric tons,144208.9400,138831.6352,148524.6044,147460.6076,157111.9836,150827.4648,149543.6104,148294.0060,128495.7524,95645.3444,81381.2332,89608.3024,87479.2128,89742.8912,99106.5124,101502.8068,94286.0852,72077.6728,49101.4576,21687.8672,28203.3680,28069.0532,19045.1920,19553.5716,33262.6684,25250.9084,16316.8096
ND,Marathon Oil Corp (MRO),Marathon Oil Corp,MRO,sat estimated volume,Mcf,2083221,1963707,2916532,1412735,1725146,2514067,2107467,2596962,1596507,1019517,611345,1243443,1388397,1906456,1836834,2411197,2432849,1470711,928850,345821,465893,352699,171808,203359,297185,291489,288802
ND,Marathon Oil Corp (MRO),Marathon Oil Corp,MRO,reported volume,Mcf,2631550,2533424,2710303,2690887,2867007,2752326,2728898,2706095,2344813,1745353,1485059,1635188,1596336,1637644,1808513,1852241,1720549,1315286,896012,395764,514660,512209,347540,356817,606983,460783,297752
ND,Marathon Oil Corp (MRO),Marathon Oil Corp,MRO,sat estimate lower,Mcf,1868532,1761334,2615965,1267144,1547359,2254977,1890279,2329329,1431977,914449,548342,1115298,1245313,1709983,1647537,2162708,2182128,1319145,833126,310182,417880,316351,154102,182402,266558,261450,259039
ND,Marathon Oil Corp (MRO),Marathon Oil Corp,MRO,sat estimate upper,Mcf,2297910,2166080,3217099,1558326,1902934,2773158,2324655,2864596,1761037,1124584,674348,1371588,1531480,2102928,2026132,2659686,2683570,1622277,1024574,381460,513907,389047,189514,224317,327811,321529,318565
ND,Marathon Oil Corp (MRO),Marathon Oil Corp,MRO,blended estimate,Mcf,2357385,2248565,2813417,2051811,2296077,2633197,2418183,2651529,1970660,1382435,1048202,1439316,1492366,1772050,1822674,2131719,2076699,1392998,912431,370793,490277,432454,259674,280088,452084,376136,288802
ND,Marathon Oil Corp (MRO),Marathon Oil Corp,MRO,produced oil,Bbl,3289561,3045090,3339943,3328529,3562999,3612547,3565628,3754563,3572817,3464572,3187167,3366330,3285562,3256199,3534989,3512470,3218914,2644975,2588823,2663433,2860782,2943952,2898411,3178271,3276341,2609858,
ND,Marathon Oil Corp (MRO),Marathon Oil Corp,MRO,produced gas,Mcf,4705343,4298298,4954674,4929920,5299895,5235737,5264552,5441157,5298757,5307161,4830708,5016978,4895533,4753147,5195206,5506280,5346545,4653478,4713520,5131306,5241231,5224076,4824322,5117928,5287982,4405443,
ND,Murex Petroleum Corp (Private),Murex Petroleum Corp,Private,reported equivalent co2 released,Metric tons,891.9796,1196.2840,1087.7252,517.2572,889.2944,942.4504,817.1228,530.4640,421.4120,,1337.2296,1719.1856,1862.3780,1800.5636,2116.3760,1379.9736,1020.8692,1763.5736,1500.5884,1603.7768,1548.8672,1479.3260,1164.6644,1366.4380,1221.9852,1178.2000,
ND,Murex Petroleum Corp (Private),Murex Petroleum Corp,Private,blended estimate equivalent co2 released,Metric tons,511.1196,617.4316,646.5852,381.9560,602.9644,574.3588,514.5720,364.7488,235.4756,,844.0844,1147.7312,1235.1920,1293.7732,1605.9688,1572.4860,869.4020,1481.6276,1675.7840,1547.7712,1137.1548,1045.3100,645.5988,851.4276,797.4496,743.6908,1018.7868
ND,Murex Petroleum Corp (Private),Murex Petroleum Corp,Private,sat estimated volume,Mcf,2376,704,3749,4501,5778,3764,3868,3631,903,,6404,10516,11095,14360,19991,32208,13101,21893,33776,27222,13238,11154,2308,6139,6806,5642,18591
ND,Murex Petroleum Corp (Private),Murex Petroleum Corp,Private,reported volume,Mcf,16277,21830,19849,9439,16228,17198,14911,9680,7690,,24402,31372,33985,32857,38620,25182,18629,32182,27383,29266,28264,26995,21253,24935,22299,21500,
ND,Murex Petroleum Corp (Private),Murex Petroleum Corp,Private,sat estimate lower,Mcf,1435,425,2264,2718,3489,2273,2336,2193,545,,3867,6350,6700,8672,12072,19449,7911,13220,20396,16438,7994,6736,1394,3707,4110,3407,11226
ND,Murex Petroleum Corp (Private),Murex Petroleum Corp,Private,sat estimate upper,Mcf,3318,983,5234,6284,8067,5255,5401,5069,1261,,8941,14682,15491,20049,27911,44968,18291,30566,47157,38006,18482,15573,3223,8571,9502,7877,25955
ND,Murex Petroleum Corp (Private),Murex Petroleum Corp,Private,blended estimate,Mcf,9327,11267,11799,6970,11003,10481,9390,6656,4297,,15403,20944,22540,23609,29306,28695,15865,27037,30580,28244,20751,19075,11781,15537,14552,13571,18591
ND,Murex Petroleum Corp (Private),Murex Petroleum Corp,Private,produced oil,Bbl,146310,122973,137662,126467,135122,129587,127386,127261,120555,,121150,119790,124047,119247,117051,85605,64123,91862,96585,103890,93769,110104,118549,116392,119470,103466,
ND,Murex Petroleum Corp (Private),Murex Petroleum Corp,Private,produced gas,Mcf,231553,199138,217957,200774,229807,224058,224722,221336,216364,,196658,194477,192364,191482,196240,152528,112291,160591,163896,164015,149040,166491,158942,168049,174906,148819,
ND,Oasis Petroleum Inc (OAS),Oasis Petroleum Inc,OAS,blended estimate equivalent co2 released,Metric tons,69202.0428,52215.3032,67100.2984,52488.0976,61955.6196,157627.0488,84136.9608,43430.0960,17674.9180,31930.4256,18431.3772,24533.2476,23212.5676,16803.8172,19262.4192,6175.9600,3633.4592,10567.9060,7986.9904,11362.2868,6054.6328,8759.8896,7685.4260,8323.0788,7526.0676,9243.3900,3599.9216
ND,Oasis Petroleum Inc (OAS),Oasis Petroleum Inc,OAS,reported equivalent co2 released,Metric tons,68436.7608,60982.0428,69823.3652,60702.1244,66920.6092,148100.4524,98173.5972,47028.3736,23588.1668,34569.0456,27476.5556,31120.2624,33298.2336,25309.6540,25894.5344,11012.9916,6748.0720,17359.9824,11368.1504,13602.4012,8627.3284,15611.5884,13512.2004,14295.8952,12666.3076,12941.6228,
ND,Oasis Petroleum Inc (OAS),Oasis Petroleum Inc,OAS,sat estimated volume,Mcf,1276775,792857,1174766,807922,1039976,3050250,1279202,726858,214628,534521,171281,327485,239542,151424,230480,24434,9468,68902,84049,166463,63538,34822,33917,42887,43536,101189,65692
ND,Oasis Petroleum Inc (OAS),Oasis Petroleum Inc,OAS,reported volume,Mcf,1248846,1112811,1274149,1107703,1221179,2702563,1791489,858182,430441,630822,501397,567888,607632,461855,472528,200967,123140,316788,207448,248219,157433,284883,246573,260874,231137,236161,
ND,Oasis Petroleum Inc (OAS),Oasis Petroleum Inc,OAS,sat estimate lower,Mcf,685139,425460,630400,433544,558069,1636816,686442,390044,115173,286833,91912,175734,128542,81256,123680,13112,5081,36974,45102,89327,34096,18686,18201,23014,23362,54300,35251
ND,Oasis Petroleum Inc (OAS),Oasis Petroleum Inc,OAS,sat estimate upper,Mcf,1868411,1160253,1719133,1182299,1521883,4463684,1871963,1063671,314084,782209,250649,479236,350541,221591,337281,35756,13855,100831,122996,243600,92980,50957,49634,62761,63710,148079,96133
ND,Oasis Petroleum Inc (OAS),Oasis Petroleum Inc,OAS,blended estimate,Mcf,1262811,952834,1224458,957812,1130577,2876406,1535346,792520,322535,582672,336339,447687,423587,306639,351504,112700,66304,192845,145748,207341,110486,159852,140245,151881,137337,168675,65692
ND,Oasis Petroleum Inc (OAS),Oasis Petroleum Inc,OAS,produced oil,Bbl,3197556,2783799,3022564,2780464,2805512,2745560,2926943,2860970,2475749,2852080,2691540,2607226,2502646,2343381,2318255,1592242,992643,1604758,1872021,1743802,1677289,1764646,1505791,1612354,1622350,1425292,
ND,Oasis Petroleum Inc (OAS),Oasis Petroleum Inc,OAS,produced gas,Mcf,9343645,8529214,9737868,8983462,9009524,8639100,9511088,9374442,8296007,9418875,9009233,9118914,8883553,8290516,8692160,6817431,4291515,5885434,7144119,7028899,6780957,7082968,6305428,6655189,6606893,5897664,
ND,Ovintiv Inc (OVV),Ovintiv Inc,OVV,reported equivalent co2 released,Metric tons,15587.6408,15171.8184,16153.4508,12916.6888,12441.7920,28531.4556,41206.0928,27264.0412,17953.9048,13111.1740,26911.1292,17609.1580,15687.7604,20557.0144,26103.2676,10761.4596,5114.2648,8616.1492,14360.1208,8216.7120,4571.3612,3479.3068,5817.5132,7603.3356,2376.5664,5220.9056,
ND,Ovintiv Inc (OVV),Ovintiv Inc,OVV,blended estimate equivalent co2 released,Metric tons,10098.8180,10931.6684,13297.6584,7939.2596,7531.4928,20003.9728,28858.2280,20738.4024,12028.5452,10315.9904,20889.5956,16304.8632,11418.3472,19201.7008,28052.1200,8545.1832,6663.2964,8909.1648,16440.8768,11068.2848,7325.0064,6844.2460,8731.8320,9715.1084,2430.4348,4787.1636,9128.1456
ND,Ovintiv Inc (OVV),Ovintiv Inc,OVV,sat estimated volume,Mcf,84124,122109,190546,54049,47831,209425,301284,259356,111373,137242,271315,273733,130455,325664,547464,115490,149860,167924,337986,254012,183917,186299,212522,215820,45333,79442,166572
