state,combined_name,company_name,ticker,product_type,product_units,jan_2019,feb_2019,mar_2019,apr_2019,may_2019,jun_2019,jul_2019,aug_2019,sep_2019,oct_2019,nov_2019,dec_2019,jan_2020,feb_2020,mar_2020,apr_2020,may_2020,jun_2020,jul_2020,aug_2020,sep_2020,oct_2020,nov_2020,dec_2020,jan_2021,feb_2021
ND,Exxon Mobil Corp (XOM),Exxon Mobil Corp,XOM,produced oil,Bbl,2078835,1827142,2592327,2523989,2633708,2810302,3072812,2799442,2446499,2680282,2203411,2248476,2131040,2076406,2325298,2148284,1492438,2010525,2523258,2711929,2426893,2473944,2196451,2278762,2312460,
ND,Exxon Mobil Corp (XOM),Exxon Mobil Corp,XOM,produced gas,Mcf,5484123,4926585,5906797,5817006,6082595,6529594,6896085,6507209,5553146,5989789,5156584,5236638,5040522,4866789,5465183,5280086,3942367,4971079,6178398,6593616,6078946,6158059,5390999,5782795,6127309,
ND,Hess Corp (HES),Hess Corp,HES,sat estimated volume,Mcf,1229803,961344,2517031,1414379,861050,1631395,1896683,1830912,842296,1083361,988490,1041871,881874,791639,1139470,1109085,1286080,892810,802698,1238761,751835,475555,502576,369481,251098,375957
ND,Hess Corp (HES),Hess Corp,HES,reported volume,Mcf,2099604,1499963,2222233,1663962,1047624,1465713,1501171,1601074,1017463,1380640,1599778,1499394,1496428,1286647,1761977,1289263,1473763,1196984,1075676,1191462,943207,775515,508477,423078,411281,
ND,Hess Corp (HES),Hess Corp,HES,reported equivalent co2 released,metric tons,115058.3,82198.0,121778.4,91185.1,57409.8,80321.1,82264.2,87738.9,55757.0,75659.1,87667.8,82166.8,82004.3,70508.3,96556.3,70651.6,80762.2,65594.7,58947.0,65292.1,51687.7,42498.2,27864.5,23184.7,22538.2,
ND,Hess Corp (HES),Hess Corp,HES,sat estimate lower,Mcf,1004098,784909,2055082,1154799,703023,1331986,1548586,1494887,687710,884532,807074,850658,720025,646350,930344,905536,1050047,728953,655380,1011412,613852,388277,410339,301670,205014,306958
ND,Hess Corp (HES),Hess Corp,HES,sat estimate upper,Mcf,1455508,1137778,2978980,1673959,1019078,1930803,2244779,2166938,996882,1282189,1169907,1233085,1043724,936928,1348596,1312635,1522113,1056666,950017,1466110,889819,562833,594814,437291,297182,444956
ND,Hess Corp (HES),Hess Corp,HES,blended estimate,Mcf,1664703,1230653,2369632,1539171,954337,1548554,1698927,1715993,929879,1232000,1294134,1270633,1189151,1039143,1450723,1199174,1379921,1044897,939187,1215111,847521,625535,505527,396279,251098,375957
ND,Hess Corp (HES),Hess Corp,HES,blended estimate equivalent co2 released,metric tons,91225.7,67439.8,129855.8,84346.6,52297.7,84860.8,93101.2,94036.4,50957.4,67513.6,70918.5,69630.7,65165.5,56945.0,79499.6,65714.7,75619.7,57260.4,51467.4,66588.1,46444.2,34279.3,27702.9,21716.1,13760.2,20602.4
ND,Hess Corp (HES),Hess Corp,HES,produced oil,Bbl,3458431,2977558,3594655,3207096,3197370,3777382,3939137,3859550,3352569,3931980,4351742,4381433,4166178,4307508,4657772,4287796,4498867,4196351,4527189,4281400,4141035,3998992,3956234,3890629,3639451,
ND,Hess Corp (HES),Hess Corp,HES,produced gas,Mcf,7379750,6360390,8036764,7205017,6953888,7899913,8360984,8566816,7434132,8470866,9217872,9207916,8777127,9292997,10562022,9895671,10616341,10191551,10748769,10334460,10228051,10558150,10130251,10051421,9768864,
ND,Hunt Oil Co (Private),Hunt Oil Co,Private,sat estimated volume,Mcf,13089,6322,58148,41511,41123,52343,59513,46972,54622,18925,20813,13715,8057,16881,18238,12119,16598,13336,8383,10979,6046,4493,1654,2277,1476,400
ND,Hunt Oil Co (Private),Hunt Oil Co,Private,reported volume,Mcf,50967,36510,51634,48697,51939,52503,80326,65131,45685,41049,60346,63986,52681,21065,21618,15770,90991,70683,40101,39829,37162,36916,18192,21214,12787,
ND,Hunt Oil Co (Private),Hunt Oil Co,Private,reported equivalent co2 released,metric tons,2793.0,2000.7,2829.5,2668.6,2846.3,2877.2,4401.9,3569.2,2503.5,2249.5,3307.0,3506.4,2886.9,1154.4,1184.7,864.2,4986.3,3873.4,2197.5,2182.6,2036.5,2023.0,996.9,1162.5,700.7,
ND,Hunt Oil Co (Private),Hunt Oil Co,Private,sat estimate lower,Mcf,9256,4471,41120,29355,29081,37015,42085,33217,38626,13383,14718,9699,5697,11938,12897,8570,11738,9431,5928,7764,4276,3177,1170,1610,1044,283
ND,Hunt Oil Co (Private),Hunt Oil Co,Private,sat estimate upper,Mcf,16922,8173,75176,53667,53166,67671,76940,60727,70617,24467,26908,17731,10416,21825,23579,15668,21459,17242,10837,14194,7817,5809,2138,2944,1909,517
ND,Hunt Oil Co (Private),Hunt Oil Co,Private,blended estimate,Mcf,32028,21416,54891,45104,46531,52423,69919,56051,50153,29987,40580,38850,30369,18973,19928,13944,53795,42010,24242,25404,21604,20705,9923,11746,1476,400
ND,Hunt Oil Co (Private),Hunt Oil Co,Private,blended estimate equivalent co2 released,metric tons,1755.1,1173.6,3008.0,2471.7,2549.9,2872.8,3831.6,3071.6,2748.4,1643.3,2223.8,2129.0,1664.2,1039.7,1092.1,764.1,2948.0,2302.1,1328.5,1392.1,1183.9,1134.6,543.8,643.7,80.9,21.9
ND,Hunt Oil Co (Private),Hunt Oil Co,Private,produced oil,Bbl,285058,247774,317944,284414,257603,259069,350809,360228,333176,366387,344514,340312,316219,272550,281004,238347,223814,209902,217677,217706,203367,199744,187740,192938,185318,
ND,Hunt Oil Co (Private),Hunt Oil Co,Private,produced gas,Mcf,238224,199954,253450,237087,231703,235383,279429,283664,259738,277232,269413,290439,291843,250903,260060,234009,237747,221832,226157,240421,234002,234777,219026,232873,221862,
ND,Kraken Oil and Gas LLC (Private),Kraken Oil and Gas LLC,Private,sat estimated volume,Mcf,304214,320449,702513,331078,475767,579620,937509,1048456,692484,904274,598778,808005,756881,881988,984502,504338,249103,169414,209276,139030,38918,60484,12651,22613,6448,20694
ND,Kraken Oil and Gas LLC (Private),Kraken Oil and Gas LLC,Private,reported volume,Mcf,239024,287246,467427,379543,473345,603206,817242,833623,810320,1051499,928331,854442,908365,862037,892829,547128,206036,182043,163839,142412,71616,73719,82551,83971,77568,
ND,Kraken Oil and Gas LLC (Private),Kraken Oil and Gas LLC,Private,reported equivalent co2 released,metric tons,13098.5,15741.1,25615.0,20799.0,25939.3,33055.7,44784.9,45682.5,44405.5,57622.1,50872.5,46823.4,49778.4,47239.6,48927.0,29982.6,11290.8,9976.0,8978.4,7804.2,3924.6,4039.8,4523.8,4601.6,4250.7,
ND,Kraken Oil and Gas LLC (Private),Kraken Oil and Gas LLC,Private,sat estimate lower,Mcf,292189,307783,674744,317992,456961,556709,900452,1007013,665112,868530,575110,776067,726964,847125,945587,484403,239256,162718,201004,133534,37380,58093,12151,21719,6193,19876
ND,Kraken Oil and Gas LLC (Private),Kraken Oil and Gas LLC,Private,sat estimate upper,Mcf,316238,333116,730282,344165,494573,602531,974567,1089899,719857,940018,622446,839944,786799,916851,1023417,524273,258949,176111,217549,144525,40456,62875,13151,23507,6703,21512
ND,Kraken Oil and Gas LLC (Private),Kraken Oil and Gas LLC,Private,blended estimate,Mcf,271619,303848,584970,355311,474556,591413,877376,941039,751402,977886,763555,831224,832623,872013,938665,525733,227569,175729,186558,140721,55267,67101,47601,53292,6448,20694
ND,Kraken Oil and Gas LLC (Private),Kraken Oil and Gas LLC,Private,blended estimate equivalent co2 released,metric tons,14884.7,16650.9,32056.4,19471.0,26005.7,32409.4,48080.2,51568.9,41176.8,53588.2,41842.8,45551.1,45627.7,47786.3,51438.8,28810.2,12470.8,9629.9,10223.4,7711.5,3028.6,3677.1,2608.5,2920.4,353.4,1134.0
ND,Kraken Oil and Gas LLC (Private),Kraken Oil and Gas LLC,Private,produced oil,Bbl,1025044,921216,1100577,956047,1056655,1040201,1232393,1221712,1173992,1442071,1336266,1345591,1250823,1202199,1281016,1267601,1171900,1002691,946253,863247,767312,769577,792100,763929,703155,
ND,Kraken Oil and Gas LLC (Private),Kraken Oil and Gas LLC,Private,produced gas,Mcf,1488375,1335587,1640210,1533079,1672848,1702552,2090799,2136867,1962337,2302990,2221224,2138649,2064618,1958002,2077413,2087316,2013019,1826582,1684443,1656369,1569031,1539029,1639784,1682092,1639720,
ND,Lime Rock Resources (Private),Lime Rock Resources,Private,sat estimated volume,Mcf,29265,11810,57408,25971,15657,15798,53046,81054,67563,22018,12828,12808,16581,9193,27902,833,1942,6968,16118,26560,49953,41357,11032,1967,8017,5031
ND,Lime Rock Resources (Private),Lime Rock Resources,Private,reported volume,Mcf,86289,84207,101680,60732,55946,64858,62514,58018,40615,54162,47031,57141,55746,37095,46854,19042,15929,34362,30489,36821,49095,46498,35473,36507,28863,
ND,Lime Rock Resources (Private),Lime Rock Resources,Private,reported equivalent co2 released,metric tons,4728.6,4614.5,5572.1,3328.1,3065.8,3554.2,3425.8,3179.4,2225.7,2968.1,2577.3,3131.3,3054.9,2032.8,2567.6,1043.5,872.9,1883.0,1670.8,2017.8,2690.4,2548.1,1943.9,2000.6,1581.7,
ND,Lime Rock Resources (Private),Lime Rock Resources,Private,sat estimate lower,Mcf,26413,10660,51814,23440,14131,14258,47877,73156,60979,19872,11578,11560,14965,8297,25183,752,1753,6289,14547,23972,45085,37327,9957,1775,7236,4541
ND,Lime Rock Resources (Private),Lime Rock Resources,Private,sat estimate upper,Mcf,32116,12961,63002,28502,17182,17337,58215,88952,74147,24163,14078,14056,18197,10088,30621,914,2132,7647,17688,29148,54820,45387,12107,2159,8799,5521
ND,Lime Rock Resources (Private),Lime Rock Resources,Private,blended estimate,Mcf,57777,48009,79544,43352,35801,40328,57780,69536,54089,38090,29929,34974,36163,23144,37378,9938,8936,20665,23303,31691,49524,43927,23252,19237,8017,5031
ND,Lime Rock Resources (Private),Lime Rock Resources,Private,blended estimate equivalent co2 released,metric tons,3166.2,2630.9,4359.0,2375.7,1961.9,2210.0,3166.3,3810.6,2964.1,2087.3,1640.1,1916.6,1981.7,1268.3,2048.3,544.6,489.7,1132.4,1277.0,1736.7,2713.9,2407.2,1274.2,1054.2,439.3,275.7
ND,Lime Rock Resources (Private),Lime Rock Resources,Private,produced oil,Bbl,540303,512004,568276,523590,526319,481086,491924,504641,518633,553986,557504,592125,593131,517843,515077,254519,82520,381064,429299,431534,432723,418649,398346,398318,382669,
ND,Lime Rock Resources (Private),Lime Rock Resources,Private,produced gas,Mcf,435433,405113,468163,460778,471597,449631,485709,467650,470393,468661,448718,486564,500977,446531,456934,258798,85839,338966,391739,403969,412898,402749,392268,399057,399382,
ND,Marathon Oil Corp (MRO),Marathon Oil Corp,MRO,sat estimated volume,Mcf,2061934,1943641,2886730,1398299,1707518,2488378,2085932,2570425,1580193,1009099,605098,1230737,1374209,1886975,1818065,2386558,2407989,1455683,919359,342287,461133,349095,170052,201281,294148,288511
ND,Marathon Oil Corp (MRO),Marathon Oil Corp,MRO,reported volume,Mcf,2631550,2533424,2710303,2690887,2867007,2752326,2728898,2706095,2344813,1745353,1485059,1635188,1596336,1637644,1808513,1852241,1720549,1315286,896012,395764,514660,460503,360647,359177,593632,
ND,Marathon Oil Corp (MRO),Marathon Oil Corp,MRO,reported equivalent co2 released,metric tons,144208.9,138831.6,148524.6,147460.6,157112.0,150827.5,149543.6,148294.0,128495.8,95645.3,81381.2,89608.3,87479.2,89742.9,99106.5,101502.8,94286.1,72077.7,49101.5,21687.9,28203.4,25235.6,19763.5,19682.9,32531.0,
ND,Marathon Oil Corp (MRO),Marathon Oil Corp,MRO,sat estimate lower,Mcf,1843332,1737581,2580685,1250055,1526491,2224566,1864786,2297915,1412665,902116,540947,1100257,1228519,1686922,1625318,2133541,2152700,1301354,821890,305999,412245,312085,152024,179942,262963,257924
ND,Marathon Oil Corp (MRO),Marathon Oil Corp,MRO,sat estimate upper,Mcf,2280535,2149701,3192774,1546544,1888545,2752190,2307078,2842936,1747722,1116081,669249,1361217,1519900,2087027,2010812,2639576,2663279,1610011,1016827,378576,510021,386105,188081,222621,325333,319098
ND,Marathon Oil Corp (MRO),Marathon Oil Corp,MRO,blended estimate,Mcf,2346742,2238532,2798516,2044593,2287262,2620352,2407415,2638260,1962503,1377226,1045079,1432963,1485273,1762309,1813289,2119400,2064269,1385484,907685,369026,487896,404799,265350,280229,294148,288511
ND,Marathon Oil Corp (MRO),Marathon Oil Corp,MRO,blended estimate equivalent co2 released,metric tons,128601.5,122671.6,153358.7,112043.7,125342.0,143595.3,131926.3,144576.6,107545.2,75472.0,57270.3,78526.4,81393.0,96574.5,99368.2,116143.1,113121.9,75924.5,49741.1,20222.6,26736.7,22183.0,14541.2,15356.5,16119.3,15810.4
ND,Marathon Oil Corp (MRO),Marathon Oil Corp,MRO,produced oil,Bbl,3289561,3045090,3339943,3328529,3562999,3612547,3565628,3754563,3572817,3464572,3187167,3366330,3285562,3256199,3534989,3512470,3218914,2644975,2588823,2663466,2860781,2939388,2899490,3178398,3334454,
ND,Marathon Oil Corp (MRO),Marathon Oil Corp,MRO,produced gas,Mcf,4705343,4298298,4954674,4929920,5299895,5235737,5264552,5441157,5298757,5307161,4830708,5016978,4895533,4753147,5195206,5506280,5346545,4653478,4713520,5131306,5241231,4940523,4586873,4749783,4932918,
ND,Murex Petroleum Corp (Private),Murex Petroleum Corp,Private,sat estimated volume,Mcf,2478,734,3909,4693,6025,3924,4034,3786,942,,6677,10965,11569,14974,20845,33584,13661,22828,35219,28385,13804,11631,2407,6401,7096,5883
ND,Murex Petroleum Corp (Private),Murex Petroleum Corp,Private,reported volume,Mcf,16277,21830,19849,9439,16228,17198,14911,9680,7690,,24402,31372,33985,32857,38620,25182,18629,32182,27383,29266,28264,26995,21253,24935,22299,
ND,Murex Petroleum Corp (Private),Murex Petroleum Corp,Private,reported equivalent co2 released,metric tons,892.0,1196.3,1087.7,517.3,889.3,942.5,817.1,530.5,421.4,,1337.2,1719.2,1862.4,1800.6,2116.4,1380.0,1020.9,1763.6,1500.6,1603.8,1548.9,1479.3,1164.7,1366.4,1222.0,
ND,Murex Petroleum Corp (Private),Murex Petroleum Corp,Private,sat estimate lower,Mcf,1469,435,2317,2782,3571,2326,2391,2244,558,,3958,6499,6857,8875,12355,19905,8097,13530,20874,16823,8181,6893,1426,3794,4206,3487
ND,Murex Petroleum Corp (Private),Murex Petroleum Corp,Private,sat estimate upper,Mcf,3487,1033,5502,6605,8479,5523,5677,5328,1325,,9397,15432,16282,21073,29336,47263,19225,32126,49564,39946,19426,16368,3387,9009,9987,8279
ND,Murex Petroleum Corp (Private),Murex Petroleum Corp,Private,blended estimate,Mcf,9377,11282,11879,7066,11127,10561,9472,6733,4316,,15540,21169,22777,23915,29733,29383,16145,27505,31301,28825,21034,19313,11830,15668,7096,5883
ND,Murex Petroleum Corp (Private),Murex Petroleum Corp,Private,blended estimate equivalent co2 released,metric tons,513.9,618.3,651.0,387.2,609.8,578.7,519.1,369.0,236.5,,851.6,1160.1,1248.2,1310.5,1629.4,1610.2,884.7,1507.3,1715.3,1579.6,1152.7,1058.4,648.3,858.6,388.9,322.4
ND,Murex Petroleum Corp (Private),Murex Petroleum Corp,Private,produced oil,Bbl,146310,122973,137662,126467,135122,129587,127386,127261,120555,,121150,119790,124047,119247,117051,85605,64123,91862,96585,103890,93769,110104,118549,116392,119470,
ND,Murex Petroleum Corp (Private),Murex Petroleum Corp,Private,produced gas,Mcf,231553,199138,217957,200774,229807,224058,224722,221336,216364,,196658,194477,192364,191482,196240,152528,112291,160591,163896,164015,149040,166491,158942,168049,174906,
ND,Oasis Petroleum Inc (OAS),Oasis Petroleum Inc,OAS,sat estimated volume,Mcf,1233623,766060,1135062,780616,1004827,2947159,1235969,702292,207375,516456,165492,316417,231446,146306,222691,23608,9148,66574,81208,160837,61391,33645,32771,41438,42065,98314
ND,Oasis Petroleum Inc (OAS),Oasis Petroleum Inc,OAS,reported volume,Mcf,1248846,1112811,1274149,1107703,1221179,2702563,1791489,858182,430441,630822,501397,567888,607632,461855,472528,200967,123140,316788,207448,248219,157433,284883,246573,260874,231137,
ND,Oasis Petroleum Inc (OAS),Oasis Petroleum Inc,OAS,reported equivalent co2 released,metric tons,68436.8,60982.0,69823.4,60702.1,66920.6,148100.5,98173.6,47028.4,23588.2,34569.0,27476.6,31120.3,33298.2,25309.7,25894.5,11013.0,6748.1,17360.0,11368.2,13602.4,8627.3,15611.6,13512.2,14295.9,12666.3,
ND,Oasis Petroleum Inc (OAS),Oasis Petroleum Inc,OAS,sat estimate lower,Mcf,913704,567395,840703,578176,744242,2182863,915441,520164,153595,382522,122574,234359,171424,108364,164940,17486,6776,49309,60148,119127,45470,24919,24272,30692,31156,72818
ND,Oasis Petroleum Inc (OAS),Oasis Petroleum Inc,OAS,sat estimate upper,Mcf,1553543,964725,1429422,983056,1265412,3711456,1556496,884419,261154,650390,208409,398474,291467,184248,280442,29730,11520,83839,102268,202548,77311,42370,41270,52184,52974,123810
ND,Oasis Petroleum Inc (OAS),Oasis Petroleum Inc,OAS,blended estimate,Mcf,1241235,939436,1204606,944159,1113003,2824861,1513729,780237,318908,573639,333444,442152,419539,304080,347609,112287,66144,191681,144328,204528,109412,159264,139672,151156,42065,98314
ND,Oasis Petroleum Inc (OAS),Oasis Petroleum Inc,OAS,blended estimate equivalent co2 released,metric tons,68019.7,51481.1,66012.4,51739.9,60992.6,154802.4,82952.3,42757.0,17476.2,31435.4,18272.7,24229.9,22990.7,16663.6,19049.0,6153.3,3624.7,10504.1,7909.2,11208.1,5995.8,8727.7,7654.0,8283.3,2305.2,5387.6
ND,Oasis Petroleum Inc (OAS),Oasis Petroleum Inc,OAS,produced oil,Bbl,3197556,2783799,3022564,2780464,2805512,2745560,2926943,2860970,2475749,2852080,2691540,2607226,2502646,2343381,2318255,1592242,992643,1604758,1872021,1743802,1677289,2123739,1505791,1612650,1622350,
ND,Oasis Petroleum Inc (OAS),Oasis Petroleum Inc,OAS,produced gas,Mcf,9343645,8529214,9737868,8983462,9009524,8639100,9511088,9374442,8296007,9418875,9009233,9118914,8883553,8290516,8692160,6817431,4291515,5885434,7144119,7028899,6780957,7081836,6305428,6655189,6606893,
ND,Ovintiv Inc (OVV),Ovintiv Inc,OVV,sat estimated volume,Mcf,74742,108490,169294,48021,42497,186068,267681,230430,98951,121935,241055,243203,115905,289342,486405,102609,133146,149195,300290,225682,163404,165521,188819,207977,40277,76649
ND,Ovintiv Inc (OVV),Ovintiv Inc,OVV,reported volume,Mcf,284446,276858,294771,235706,227040,520647,751936,497519,327626,239255,491079,321335,286273,375128,476337,196377,93326,157229,262046,149940,83419,63491,106159,138747,43368,
ND,Ovintiv Inc (OVV),Ovintiv Inc,OVV,reported equivalent co2 released,metric tons,15587.6,15171.8,16153.5,12916.7,12441.8,28531.5,41206.1,27264.0,17953.9,13111.2,26911.1,17609.2,15687.8,20557.0,26103.3,10761.5,5114.3,8616.1,14360.1,8216.7,4571.4,3479.3,5817.5,7603.3,2376.6,
ND,Ovintiv Inc (OVV),Ovintiv Inc,OVV,sat estimate lower,Mcf,49591,71982,112325,31861,28196,123455,177605,152889,65654,80903,159938,161363,76902,191976,322726,68081,88341,98990,199241,149738,108418,109822,125280,137991,26724,50856
ND,Ovintiv Inc (OVV),Ovintiv Inc,OVV,sat estimate upper,Mcf,99893,144997,226263,64180,56797,248681,357758,307971,132249,162967,322171,325042,154908,386707,650083,137138,177950,199400,401340,301625,218391,221219,252358,277963,53830,102442
ND,Ovintiv Inc (OVV),Ovintiv Inc,OVV,blended estimate,Mcf,179594,192674,232033,141863,134768,353357,509809,363974,213289,180595,366067,282269,201089,332235,481371,149493,113236,153212,281168,187811,123412,114506,147489,173362,40277,76649
ND,Ovintiv Inc (OVV),Ovintiv Inc,OVV,blended estimate equivalent co2 released,metric tons,9841.8,10558.5,12715.4,7774.1,7385.3,19364.0,27937.5,19945.8,11688.2,9896.6,20060.5,15468.3,11019.7,18206.5,26379.1,8192.2,6205.3,8396.0,15408.0,10292.0,6763.0,6274.9,8082.4,9500.2,2207.2,4200.4
ND,Ovintiv Inc (OVV),Ovintiv Inc,OVV,produced oil,Bbl,733699,606790,631555,653468,768582,837602,887916,985829,755360,941276,984453,953654,992254,869094,1072965,848727,631491,738898,740919,702653,671280,1002308,952841,832830,774600,
ND,Ovintiv Inc (OVV),Ovintiv Inc,OVV,produced gas,Mcf,1899284,1687878,1759822,1789621,2085883,2379561,2488411,2710104,2143625,2493622,2774498,2640222,2602533,2413662,2787556,2370645,1851581,2045244,2106111,2123200,2097495,2621302,2564908,2443904,2381039,
